marital,word,n,tf,idf,tf_idf
separated,heard,4,0.0014357501794687725,0,0
separated,hit,4,0.0014357501794687725,0,0
separated,march,4,0.0014357501794687725,0,0
separated,minutes,4,0.0014357501794687725,0,0
separated,music,4,0.0014357501794687725,0,0
separated,nap,4,0.0014357501794687725,0,0
separated,online,4,0.0014357501794687725,0,0
separated,passed,4,0.0014357501794687725,0,0
separated,people,4,0.0014357501794687725,0,0
separated,phone,4,0.0014357501794687725,0,0
separated,puppy,4,0.0014357501794687725,0,0
separated,ran,4,0.0014357501794687725,0,0
separated,rent,4,0.0014357501794687725,0.22314355131420976,3.2037839384667594e-4
separated,sold,4,0.0014357501794687725,0,0
separated,stay,4,0.0014357501794687725,0,0
separated,stopped,4,0.0014357501794687725,0,0
separated,surprise,4,0.0014357501794687725,0,0
separated,text,4,0.0014357501794687725,0.22314355131420976,3.2037839384667594e-4
separated,town,4,0.0014357501794687725,0,0
separated,tv,4,0.0014357501794687725,0,0
separated,warm,4,0.0014357501794687725,0,0
separated,weather,4,0.0014357501794687725,0,0
single,abroadwhen,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,accompanied,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,ache,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,affirmations,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,alaska,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,alcohol,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,aloud,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,alright,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,america,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,anna,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,arcade,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,arent,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,atlantic,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,attached,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,audio,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,aware,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,backlog,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,barista,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,bates,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,battle,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,beets,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,beginner,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,bf,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,bid,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,biopsy,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,birthdayi,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,blew,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,blizzard,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,blossoms,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,bluerose,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,bob,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,boba,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,boil,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,bonfire,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,bounce,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,branch,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,brave,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,breast,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,breeder,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,buds,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,bullet,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,burden,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,cap,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,capable,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,caption,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,cardio,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,careeri,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,carnival,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,carpet,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,cedar,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,certificatethe,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,chariot,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,cheeseburger,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,cheesy,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,chirping,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,chunk,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,cinco,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,circle,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,cleaner,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,coconut,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,colorado,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,comedian,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,commended,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,concepts,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,concluded,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,construction,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,coordinator,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,corgi,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,counter,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,county,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,crappy,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,crunchy,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,currency,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,curtains,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,daddy,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,dat,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,defended,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,deli,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,dental,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,denver,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,deployment,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,despair,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,destress,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,destroyed,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,device,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,diamond,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,digital,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,diploma,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,disagreement,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,display,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,diving,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,dogsit,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,doll,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,dora,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,downstairs,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,dramatic,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,drunk,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,duet,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,dull,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,edge,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,elementary,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,eligible,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,elliptical,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,enchiladas,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,england,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,equally,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,equation,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,essential,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,estate,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,eventually,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,everyones,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,exboyfriend,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,excursion,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,excuse,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,extension,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,familyso,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,fantasy,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,farewell,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,fashion,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,features,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,fist,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,fitbit,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,fl,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,flirted,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,fluffy,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,foundation,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,francisco,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,freely,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,friendsit,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,frustrated,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,fundamental,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,garlic,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,gender,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,getaway,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,glee,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,gloomy,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,golf,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,gourmet,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,granddaughter,4,3.800583389550296e-5,0,0
single,grin,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,guess,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,guilty,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,halfway,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,hammock,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,handsbecause,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,harry,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,hat,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,hay,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,heavily,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,hectic,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,hidden,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,hip,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,hole,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,homei,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,hoops,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,independent,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,indoor,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,ingame,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,intentions,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,intimate,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,irish,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,jar,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,judge,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,karaoke,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,kg,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,kinda,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,kindergarten,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,kingdom,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,kpop,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,lasagna,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,lateral,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,lecture,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,leisure,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,lifemy,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,lit,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,lizard,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,los,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,lounge,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,lovable,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,lucrative,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,luke,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,lush,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,mailbox,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,maintain,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,maker,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,male,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,manuscript,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,mashed,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,masturbated,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,medal,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,meds,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,meme,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,menu,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,mercedes,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,messenger,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,metal,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,microwave,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,million,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,miracle,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,mms,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,mocha,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,montana,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,motorcycle,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,mum,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,mystery,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,network,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,neutral,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,nightmares,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,nuzzled,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,oclock,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,odd,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,officemy,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,olive,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,ongoing,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,opinion,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,opposite,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,orthodontists,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,overdue,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,oz,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,pajamas,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,palm,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,pantry,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,parentss,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,paypal,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,peach,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,peaks,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,pennsylvania,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,perfume,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,pg,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,pharrell,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,phd,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,phelps,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,philadelphia,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,photoshoot,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,pin,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,pitch,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,platform,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,playground,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,playstation,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,plot,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,pongal,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,poop,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,portrait,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,positioni,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,prayer,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,preorder,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,prep,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,pretend,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,princess,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,pro,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,promptly,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,proof,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,ps,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,publix,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,quicker,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,quieter,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,quiz,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,quote,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,radiation,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,ramen,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,rebate,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,recovery,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,renovated,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,reset,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,resolution,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,resume,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,reverse,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,richest,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,riseevidently,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,rit,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,robot,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,rocky,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,roof,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,rude,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,sausage,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,scent,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,scratcher,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,screenplay,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,screw,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,script,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,seeking,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,september,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,sexual,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,shaved,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,shed,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,shuffle,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,skating,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,ski,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,sleepdeprived,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,slim,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,slums,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,smartphone,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,sober,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,sorority,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,speaker,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,speculating,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,spelling,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,spin,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,spoil,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,squat,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,starving,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,stephen,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,stitched,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,storage,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,strengthen,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,stroller,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,stunning,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,substantial,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,sum,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,sundae,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,surgeon,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,survived,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,syrup,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,tamales,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,tape,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,technology,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,teenage,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,thailand,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,theory,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,thunder,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,todo,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,toenail,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,toughest,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,trampoline,4,3.800583389550296e-5,0.22314355131420976,8.480756746100498e-6
single,transaction,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,tub,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,tucked,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,tumor,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,tune,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,twist,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,uber,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,uncomfortable,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,unsure,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,upbeat,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,uploaded,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,upstairs,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,usa,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,users,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,uswe,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,vanity,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,vent,4,3.800583389550296e-5,0.9162907318741551,3.482439335559798e-5
single,vermont,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
single,veterinarian,4,3.800583389550296e-5,1.6094379124341003,6.116802996509546e-5
single,visitors,4,3.800583389550296e-5,0.5108256237659907,1.9414353806416935e-5
